IssueAge|int,Age|int,Duration|int,Underwriting|str,Sex|str,vals
18,70,53,NS_P,Female,0.00883
18,71,54,NS_P,Female,0.00983
18,72,55,NS_P,Female,0.011
18,73,56,NS_P,Female,0.01236
18,74,57,NS_P,Female,0.01395
18,75,58,NS_P,Female,0.01579
18,76,59,NS_P,Female,0.01789
18,77,60,NS_P,Female,0.02033
18,78,61,NS_P,Female,0.02317
18,79,62,NS_P,Female,0.02656
18,80,63,NS_P,Female,0.03067
18,81,64,NS_P,Female,0.03542
18,82,65,NS_P,Female,0.04012
18,83,66,NS_P,Female,0.04525
18,84,67,NS_P,Female,0.05141
18,85,68,NS_P,Female,0.06089
18,86,69,NS_P,Female,0.06929
18,87,70,NS_P,Female,0.0787
18,88,71,NS_P,Female,0.08976
18,89,72,NS_P,Female,0.10205
18,90,73,NS_P,Female,0.11555
18,91,74,NS_P,Female,0.12995
18,92,75,NS_P,Female,0.14562
18,93,76,NS_P,Female,0.16254
18,94,77,NS_P,Female,0.17964
18,95,78,NS_P,Female,0.19809
18,96,79,NS_P,Female,0.22068
18,97,80,NS_P,Female,0.24551
18,98,81,NS_P,Female,0.27259
18,99,82,NS_P,Female,0.30155
18,100,83,NS_P,Female,0.33199
18,101,84,NS_P,Female,0.35742
18,102,85,NS_P,Female,0.38258
18,103,86,NS_P,Female,0.40703
18,104,87,NS_P,Female,0.43037
18,105,88,NS_P,Female,0.45219
18,106,89,NS_P,Female,0.4721
18,107,90,NS_P,Female,0.49811
18,108,91,NS_P,Female,0.52554
18,109,92,NS_P,Female,0.55448
18,110,93,NS_P,Female,0.58502
18,111,94,NS_P,Female,0.61724
18,112,95,NS_P,Female,0.65123
18,113,96,NS_P,Female,0.6871
18,114,97,NS_P,Female,0.72494
18,115,98,NS_P,Female,0.76487
18,116,99,NS_P,Female,0.80699
18,117,100,NS_P,Female,0.85143
18,118,101,NS_P,Female,0.89833
18,119,102,NS_P,Female,0.9478
18,120,103,NS_P,Female,1.0
19,19,1,NS_P,Female,0.00033
19,20,2,NS_P,Female,0.00032
19,21,3,NS_P,Female,0.00031
19,22,4,NS_P,Female,0.00031
19,23,5,NS_P,Female,0.00031
19,24,6,NS_P,Female,0.00031
19,25,7,NS_P,Female,0.0003
19,26,8,NS_P,Female,0.0003
19,27,9,NS_P,Female,0.00031
19,28,10,NS_P,Female,0.00033
19,29,11,NS_P,Female,0.00036
19,30,12,NS_P,Female,0.00038
19,31,13,NS_P,Female,0.0004
19,32,14,NS_P,Female,0.00042
19,33,15,NS_P,Female,0.00048
19,34,16,NS_P,Female,0.00056
19,35,17,NS_P,Female,0.00066
19,36,18,NS_P,Female,0.00077
19,37,19,NS_P,Female,0.00086
19,38,20,NS_P,Female,0.00094
19,39,21,NS_P,Female,0.001
19,40,22,NS_P,Female,0.00101
19,41,23,NS_P,Female,0.00102
19,42,24,NS_P,Female,0.00102
19,43,25,NS_P,Female,0.00103
19,44,26,NS_P,Female,0.00103
19,45,27,NS_P,Female,0.00104
19,46,28,NS_P,Female,0.00108
19,47,29,NS_P,Female,0.00112
19,48,30,NS_P,Female,0.00118
19,49,31,NS_P,Female,0.00126
19,50,32,NS_P,Female,0.00136
19,51,33,NS_P,Female,0.00149
19,52,34,NS_P,Female,0.00166
19,53,35,NS_P,Female,0.00186
19,54,36,NS_P,Female,0.00209
19,55,37,NS_P,Female,0.00232
19,56,38,NS_P,Female,0.00255
19,57,39,NS_P,Female,0.00277
19,58,40,NS_P,Female,0.00299
19,59,41,NS_P,Female,0.00322
19,60,42,NS_P,Female,0.00349
19,61,43,NS_P,Female,0.0038
19,62,44,NS_P,Female,0.00417
19,63,45,NS_P,Female,0.00458
19,64,46,NS_P,Female,0.00504
19,65,47,NS_P,Female,0.00554
19,66,48,NS_P,Female,0.00607
19,67,49,NS_P,Female,0.00665
19,68,50,NS_P,Female,0.00729
19,69,51,NS_P,Female,0.008
19,70,52,NS_P,Female,0.00883
19,71,53,NS_P,Female,0.00983
19,72,54,NS_P,Female,0.011
19,73,55,NS_P,Female,0.01236
19,74,56,NS_P,Female,0.01395
19,75,57,NS_P,Female,0.01579
19,76,58,NS_P,Female,0.01789
19,77,59,NS_P,Female,0.02033
19,78,60,NS_P,Female,0.02317
19,79,61,NS_P,Female,0.02656
19,80,62,NS_P,Female,0.03067
19,81,63,NS_P,Female,0.03542
19,82,64,NS_P,Female,0.04012
19,83,65,NS_P,Female,0.04525
19,84,66,NS_P,Female,0.05141
19,85,67,NS_P,Female,0.06089
19,86,68,NS_P,Female,0.06929
19,87,69,NS_P,Female,0.0787
19,88,70,NS_P,Female,0.08976
19,89,71,NS_P,Female,0.10205
19,90,72,NS_P,Female,0.11555
19,91,73,NS_P,Female,0.12995
19,92,74,NS_P,Female,0.14562
19,93,75,NS_P,Female,0.16254
19,94,76,NS_P,Female,0.17964
19,95,77,NS_P,Female,0.19809
19,96,78,NS_P,Female,0.22068
19,97,79,NS_P,Female,0.24551
19,98,80,NS_P,Female,0.27259
19,99,81,NS_P,Female,0.30155
19,100,82,NS_P,Female,0.33199
19,101,83,NS_P,Female,0.35742
19,102,84,NS_P,Female,0.38258
19,103,85,NS_P,Female,0.40703
19,104,86,NS_P,Female,0.43037
19,105,87,NS_P,Female,0.45219
19,106,88,NS_P,Female,0.4721
19,107,89,NS_P,Female,0.49811
19,108,90,NS_P,Female,0.52554
19,109,91,NS_P,Female,0.55448
19,110,92,NS_P,Female,0.58502
19,111,93,NS_P,Female,0.61724
19,112,94,NS_P,Female,0.65123
19,113,95,NS_P,Female,0.6871
19,114,96,NS_P,Female,0.72494
19,115,97,NS_P,Female,0.76487
19,116,98,NS_P,Female,0.80699
19,117,99,NS_P,Female,0.85143
19,118,100,NS_P,Female,0.89833
19,119,101,NS_P,Female,0.9478
19,120,102,NS_P,Female,1.0
20,20,1,NS_P,Female,0.00028
20,21,2,NS_P,Female,0.00027
20,22,3,NS_P,Female,0.00028
20,23,4,NS_P,Female,0.00029
20,24,5,NS_P,Female,0.00029
20,25,6,NS_P,Female,0.00028
20,26,7,NS_P,Female,0.00027
20,27,8,NS_P,Female,0.00028
20,28,9,NS_P,Female,0.0003
20,29,10,NS_P,Female,0.00033
20,30,11,NS_P,Female,0.00036
20,31,12,NS_P,Female,0.00037
20,32,13,NS_P,Female,0.00039
20,33,14,NS_P,Female,0.00042
20,34,15,NS_P,Female,0.00049
20,35,16,NS_P,Female,0.00058
20,36,17,NS_P,Female,0.00069
20,37,18,NS_P,Female,0.0008
20,38,19,NS_P,Female,0.00089
20,39,20,NS_P,Female,0.00097
20,40,21,NS_P,Female,0.00101
20,41,22,NS_P,Female,0.00102
20,42,23,NS_P,Female,0.00102
20,43,24,NS_P,Female,0.00103
20,44,25,NS_P,Female,0.00103
20,45,26,NS_P,Female,0.00104
20,46,27,NS_P,Female,0.00108
20,47,28,NS_P,Female,0.00112
20,48,29,NS_P,Female,0.00118
20,49,30,NS_P,Female,0.00126
20,50,31,NS_P,Female,0.00136
20,51,32,NS_P,Female,0.00149
20,52,33,NS_P,Female,0.00166
20,53,34,NS_P,Female,0.00186
20,54,35,NS_P,Female,0.00209
20,55,36,NS_P,Female,0.00232
20,56,37,NS_P,Female,0.00255
20,57,38,NS_P,Female,0.00277
20,58,39,NS_P,Female,0.00299
20,59,40,NS_P,Female,0.00322
20,60,41,NS_P,Female,0.00349
20,61,42,NS_P,Female,0.0038
20,62,43,NS_P,Female,0.00417
20,63,44,NS_P,Female,0.00458
20,64,45,NS_P,Female,0.00504
20,65,46,NS_P,Female,0.00554
20,66,47,NS_P,Female,0.00607
20,67,48,NS_P,Female,0.00665
20,68,49,NS_P,Female,0.00729
20,69,50,NS_P,Female,0.008
20,70,51,NS_P,Female,0.00883
20,71,52,NS_P,Female,0.00983
20,72,53,NS_P,Female,0.011
20,73,54,NS_P,Female,0.01236
20,74,55,NS_P,Female,0.01395
20,75,56,NS_P,Female,0.01579
20,76,57,NS_P,Female,0.01789
20,77,58,NS_P,Female,0.02033
20,78,59,NS_P,Female,0.02317
20,79,60,NS_P,Female,0.02656
20,80,61,NS_P,Female,0.03067
20,81,62,NS_P,Female,0.03542
20,82,63,NS_P,Female,0.04012
20,83,64,NS_P,Female,0.04525
20,84,65,NS_P,Female,0.05141
20,85,66,NS_P,Female,0.06089
20,86,67,NS_P,Female,0.06929
20,87,68,NS_P,Female,0.0787
20,88,69,NS_P,Female,0.08976
20,89,70,NS_P,Female,0.10205
20,90,71,NS_P,Female,0.11555
20,91,72,NS_P,Female,0.12995
20,92,73,NS_P,Female,0.14562
20,93,74,NS_P,Female,0.16254
20,94,75,NS_P,Female,0.17964
20,95,76,NS_P,Female,0.19809
20,96,77,NS_P,Female,0.22068
20,97,78,NS_P,Female,0.24551
20,98,79,NS_P,Female,0.27259
20,99,80,NS_P,Female,0.30155
20,100,81,NS_P,Female,0.33199
20,101,82,NS_P,Female,0.35742
20,102,83,NS_P,Female,0.38258
20,103,84,NS_P,Female,0.40703
20,104,85,NS_P,Female,0.43037
20,105,86,NS_P,Female,0.45219
20,106,87,NS_P,Female,0.4721
20,107,88,NS_P,Female,0.49811
20,108,89,NS_P,Female,0.52554
20,109,90,NS_P,Female,0.55448
20,110,91,NS_P,Female,0.58502
20,111,92,NS_P,Female,0.61724
20,112,93,NS_P,Female,0.65123
20,113,94,NS_P,Female,0.6871
20,114,95,NS_P,Female,0.72494
20,115,96,NS_P,Female,0.76487
20,116,97,NS_P,Female,0.80699
20,117,98,NS_P,Female,0.85143
20,118,99,NS_P,Female,0.89833
20,119,100,NS_P,Female,0.9478
20,120,101,NS_P,Female,1.0
21,21,1,NS_P,Female,0.00022
21,22,2,NS_P,Female,0.00025
21,23,3,NS_P,Female,0.00027
21,24,4,NS_P,Female,0.00027
21,25,5,NS_P,Female,0.00026
21,26,6,NS_P,Female,0.00025
21,27,7,NS_P,Female,0.00025
21,28,8,NS_P,Female,0.00027
21,29,9,NS_P,Female,0.00031
21,30,10,NS_P,Female,0.00034
21,31,11,NS_P,Female,0.00036
21,32,12,NS_P,Female,0.00037
21,33,13,NS_P,Female,0.00039
21,34,14,NS_P,Female,0.00043
21,35,15,NS_P,Female,0.00051
21,36,16,NS_P,Female,0.00062
21,37,17,NS_P,Female,0.00071
21,38,18,NS_P,Female,0.00081
21,39,19,NS_P,Female,0.0009
21,40,20,NS_P,Female,0.00098
21,41,21,NS_P,Female,0.00102
21,42,22,NS_P,Female,0.00102
21,43,23,NS_P,Female,0.00103
21,44,24,NS_P,Female,0.00103
21,45,25,NS_P,Female,0.00104
21,46,26,NS_P,Female,0.00108
21,47,27,NS_P,Female,0.00112
21,48,28,NS_P,Female,0.00118
21,49,29,NS_P,Female,0.00126
21,50,30,NS_P,Female,0.00136
21,51,31,NS_P,Female,0.00149
21,52,32,NS_P,Female,0.00166
21,53,33,NS_P,Female,0.00186
21,54,34,NS_P,Female,0.00209
21,55,35,NS_P,Female,0.00232
21,56,36,NS_P,Female,0.00255
21,57,37,NS_P,Female,0.00277
21,58,38,NS_P,Female,0.00299
21,59,39,NS_P,Female,0.00322
21,60,40,NS_P,Female,0.00349
21,61,41,NS_P,Female,0.0038
21,62,42,NS_P,Female,0.00417
21,63,43,NS_P,Female,0.00458
21,64,44,NS_P,Female,0.00504
21,65,45,NS_P,Female,0.00554
21,66,46,NS_P,Female,0.00607
21,67,47,NS_P,Female,0.00665
21,68,48,NS_P,Female,0.00729
21,69,49,NS_P,Female,0.008
21,70,50,NS_P,Female,0.00883
21,71,51,NS_P,Female,0.00983
21,72,52,NS_P,Female,0.011
21,73,53,NS_P,Female,0.01236
21,74,54,NS_P,Female,0.01395
21,75,55,NS_P,Female,0.01579
21,76,56,NS_P,Female,0.01789
21,77,57,NS_P,Female,0.02033
21,78,58,NS_P,Female,0.02317
21,79,59,NS_P,Female,0.02656
21,80,60,NS_P,Female,0.03067
21,81,61,NS_P,Female,0.03542
21,82,62,NS_P,Female,0.04012
21,83,63,NS_P,Female,0.04525
21,84,64,NS_P,Female,0.05141
21,85,65,NS_P,Female,0.06089
21,86,66,NS_P,Female,0.06929
21,87,67,NS_P,Female,0.0787
21,88,68,NS_P,Female,0.08976
21,89,69,NS_P,Female,0.10205
21,90,70,NS_P,Female,0.11555
21,91,71,NS_P,Female,0.12995
21,92,72,NS_P,Female,0.14562
21,93,73,NS_P,Female,0.16254
21,94,74,NS_P,Female,0.17964
21,95,75,NS_P,Female,0.19809
21,96,76,NS_P,Female,0.22068
21,97,77,NS_P,Female,0.24551
21,98,78,NS_P,Female,0.27259
21,99,79,NS_P,Female,0.30155
21,100,80,NS_P,Female,0.33199
21,101,81,NS_P,Female,0.35742
21,102,82,NS_P,Female,0.38258
21,103,83,NS_P,Female,0.40703
21,104,84,NS_P,Female,0.43037
21,105,85,NS_P,Female,0.45219
21,106,86,NS_P,Female,0.4721
21,107,87,NS_P,Female,0.49811
21,108,88,NS_P,Female,0.52554
21,109,89,NS_P,Female,0.55448
21,110,90,NS_P,Female,0.58502
21,111,91,NS_P,Female,0.61724
21,112,92,NS_P,Female,0.65123
21,113,93,NS_P,Female,0.6871
21,114,94,NS_P,Female,0.72494
21,115,95,NS_P,Female,0.76487
21,116,96,NS_P,Female,0.80699
21,117,97,NS_P,Female,0.85143
21,118,98,NS_P,Female,0.89833
21,119,99,NS_P,Female,0.9478
21,120,100,NS_P,Female,1.0
22,22,1,NS_P,Female,0.00019
22,23,2,NS_P,Female,0.00024
22,24,3,NS_P,Female,0.00025
22,25,4,NS_P,Female,0.00024
22,26,5,NS_P,Female,0.00023
22,27,6,NS_P,Female,0.00023
22,28,7,NS_P,Female,0.00025
22,29,8,NS_P,Female,0.00028
22,30,9,NS_P,Female,0.00032
22,31,10,NS_P,Female,0.00034
22,32,11,NS_P,Female,0.00036
22,33,12,NS_P,Female,0.00037
22,34,13,NS_P,Female,0.0004
22,35,14,NS_P,Female,0.00046
22,36,15,NS_P,Female,0.00055
22,37,16,NS_P,Female,0.00065
22,38,17,NS_P,Female,0.00073
22,39,18,NS_P,Female,0.00082
22,40,19,NS_P,Female,0.00091
22,41,20,NS_P,Female,0.00098
22,42,21,NS_P,Female,0.00102
22,43,22,NS_P,Female,0.00103
22,44,23,NS_P,Female,0.00103
22,45,24,NS_P,Female,0.00104
22,46,25,NS_P,Female,0.00108
22,47,26,NS_P,Female,0.00112
22,48,27,NS_P,Female,0.00118
22,49,28,NS_P,Female,0.00126
22,50,29,NS_P,Female,0.00136
22,51,30,NS_P,Female,0.00149
22,52,31,NS_P,Female,0.00166
22,53,32,NS_P,Female,0.00186
22,54,33,NS_P,Female,0.00209
22,55,34,NS_P,Female,0.00232
22,56,35,NS_P,Female,0.00255
22,57,36,NS_P,Female,0.00277
22,58,37,NS_P,Female,0.00299
22,59,38,NS_P,Female,0.00322
22,60,39,NS_P,Female,0.00349
22,61,40,NS_P,Female,0.0038
22,62,41,NS_P,Female,0.00417
22,63,42,NS_P,Female,0.00458
22,64,43,NS_P,Female,0.00504
22,65,44,NS_P,Female,0.00554
22,66,45,NS_P,Female,0.00607
22,67,46,NS_P,Female,0.00665
22,68,47,NS_P,Female,0.00729
22,69,48,NS_P,Female,0.008
22,70,49,NS_P,Female,0.00883
22,71,50,NS_P,Female,0.00983
22,72,51,NS_P,Female,0.011
22,73,52,NS_P,Female,0.01236
22,74,53,NS_P,Female,0.01395
22,75,54,NS_P,Female,0.01579
22,76,55,NS_P,Female,0.01789
22,77,56,NS_P,Female,0.02033
22,78,57,NS_P,Female,0.02317
22,79,58,NS_P,Female,0.02656
22,80,59,NS_P,Female,0.03067
22,81,60,NS_P,Female,0.03542
22,82,61,NS_P,Female,0.04012
22,83,62,NS_P,Female,0.04525
22,84,63,NS_P,Female,0.05141
22,85,64,NS_P,Female,0.06089
22,86,65,NS_P,Female,0.06929
22,87,66,NS_P,Female,0.0787
22,88,67,NS_P,Female,0.08976
22,89,68,NS_P,Female,0.10205
22,90,69,NS_P,Female,0.11555
22,91,70,NS_P,Female,0.12995
22,92,71,NS_P,Female,0.14562
22,93,72,NS_P,Female,0.16254
22,94,73,NS_P,Female,0.17964
22,95,74,NS_P,Female,0.19809
22,96,75,NS_P,Female,0.22068
22,97,76,NS_P,Female,0.24551
22,98,77,NS_P,Female,0.27259
22,99,78,NS_P,Female,0.30155
22,100,79,NS_P,Female,0.33199
22,101,80,NS_P,Female,0.35742
22,102,81,NS_P,Female,0.38258
22,103,82,NS_P,Female,0.40703
22,104,83,NS_P,Female,0.43037
22,105,84,NS_P,Female,0.45219
22,106,85,NS_P,Female,0.4721
22,107,86,NS_P,Female,0.49811
22,108,87,NS_P,Female,0.52554
22,109,88,NS_P,Female,0.55448
22,110,89,NS_P,Female,0.58502
22,111,90,NS_P,Female,0.61724
22,112,91,NS_P,Female,0.65123
22,113,92,NS_P,Female,0.6871
22,114,93,NS_P,Female,0.72494
22,115,94,NS_P,Female,0.76487
22,116,95,NS_P,Female,0.80699
22,117,96,NS_P,Female,0.85143
22,118,97,NS_P,Female,0.89833
22,119,98,NS_P,Female,0.9478
22,120,99,NS_P,Female,1.0
23,23,1,NS_P,Female,0.00017
23,24,2,NS_P,Female,0.00022
23,25,3,NS_P,Female,0.00022
23,26,4,NS_P,Female,0.00021
23,27,5,NS_P,Female,0.00021
23,28,6,NS_P,Female,0.00022
23,29,7,NS_P,Female,0.00025
23,30,8,NS_P,Female,0.00029
23,31,9,NS_P,Female,0.00032
23,32,10,NS_P,Female,0.00035
23,33,11,NS_P,Female,0.00036
23,34,12,NS_P,Female,0.00038
23,35,13,NS_P,Female,0.00042
23,36,14,NS_P,Female,0.0005
23,37,15,NS_P,Female,0.00059
23,38,16,NS_P,Female,0.00068
23,39,17,NS_P,Female,0.00075
23,40,18,NS_P,Female,0.00083
23,41,19,NS_P,Female,0.00091
23,42,20,NS_P,Female,0.00099
23,43,21,NS_P,Female,0.00103
23,44,22,NS_P,Female,0.00103
23,45,23,NS_P,Female,0.00104
23,46,24,NS_P,Female,0.00108
23,47,25,NS_P,Female,0.00112
23,48,26,NS_P,Female,0.00118
23,49,27,NS_P,Female,0.00126
23,50,28,NS_P,Female,0.00136
23,51,29,NS_P,Female,0.00149
23,52,30,NS_P,Female,0.00166
23,53,31,NS_P,Female,0.00186
23,54,32,NS_P,Female,0.00209
23,55,33,NS_P,Female,0.00232
23,56,34,NS_P,Female,0.00255
23,57,35,NS_P,Female,0.00277
23,58,36,NS_P,Female,0.00299
23,59,37,NS_P,Female,0.00322
23,60,38,NS_P,Female,0.00349
23,61,39,NS_P,Female,0.0038
23,62,40,NS_P,Female,0.00417
23,63,41,NS_P,Female,0.00458
23,64,42,NS_P,Female,0.00504
23,65,43,NS_P,Female,0.00554
23,66,44,NS_P,Female,0.00607
23,67,45,NS_P,Female,0.00665
23,68,46,NS_P,Female,0.00729
23,69,47,NS_P,Female,0.008
23,70,48,NS_P,Female,0.00883
23,71,49,NS_P,Female,0.00983
23,72,50,NS_P,Female,0.011
23,73,51,NS_P,Female,0.01236
23,74,52,NS_P,Female,0.01395
23,75,53,NS_P,Female,0.01579
23,76,54,NS_P,Female,0.01789
23,77,55,NS_P,Female,0.02033
23,78,56,NS_P,Female,0.02317
23,79,57,NS_P,Female,0.02656
23,80,58,NS_P,Female,0.03067
23,81,59,NS_P,Female,0.03542
23,82,60,NS_P,Female,0.04012
23,83,61,NS_P,Female,0.04525
23,84,62,NS_P,Female,0.05141
23,85,63,NS_P,Female,0.06089
23,86,64,NS_P,Female,0.06929
23,87,65,NS_P,Female,0.0787
23,88,66,NS_P,Female,0.08976
23,89,67,NS_P,Female,0.10205
23,90,68,NS_P,Female,0.11555
23,91,69,NS_P,Female,0.12995
23,92,70,NS_P,Female,0.14562
23,93,71,NS_P,Female,0.16254
23,94,72,NS_P,Female,0.17964
23,95,73,NS_P,Female,0.19809
23,96,74,NS_P,Female,0.22068
23,97,75,NS_P,Female,0.24551
23,98,76,NS_P,Female,0.27259
23,99,77,NS_P,Female,0.30155
23,100,78,NS_P,Female,0.33199
23,101,79,NS_P,Female,0.35742
23,102,80,NS_P,Female,0.38258
23,103,81,NS_P,Female,0.40703
23,104,82,NS_P,Female,0.43037
23,105,83,NS_P,Female,0.45219
23,106,84,NS_P,Female,0.4721
23,107,85,NS_P,Female,0.49811
23,108,86,NS_P,Female,0.52554
23,109,87,NS_P,Female,0.55448
23,110,88,NS_P,Female,0.58502
23,111,89,NS_P,Female,0.61724
23,112,90,NS_P,Female,0.65123
23,113,91,NS_P,Female,0.6871
23,114,92,NS_P,Female,0.72494
23,115,93,NS_P,Female,0.76487
23,116,94,NS_P,Female,0.80699
23,117,95,NS_P,Female,0.85143
23,118,96,NS_P,Female,0.89833
23,119,97,NS_P,Female,0.9478
23,120,98,NS_P,Female,1.0
24,24,1,NS_P,Female,0.00015
24,25,2,NS_P,Female,0.0002
24,26,3,NS_P,Female,0.00019
24,27,4,NS_P,Female,0.00019
24,28,5,NS_P,Female,0.0002
24,29,6,NS_P,Female,0.00023
24,30,7,NS_P,Female,0.00026
24,31,8,NS_P,Female,0.0003
24,32,9,NS_P,Female,0.00033
24,33,10,NS_P,Female,0.00035
24,34,11,NS_P,Female,0.00037
24,35,12,NS_P,Female,0.0004
24,36,13,NS_P,Female,0.00046
24,37,14,NS_P,Female,0.00055
24,38,15,NS_P,Female,0.00063
24,39,16,NS_P,Female,0.0007
24,40,17,NS_P,Female,0.00076
24,41,18,NS_P,Female,0.00083
24,42,19,NS_P,Female,0.00091
24,43,20,NS_P,Female,0.00099
24,44,21,NS_P,Female,0.00103
24,45,22,NS_P,Female,0.00104
24,46,23,NS_P,Female,0.00108
24,47,24,NS_P,Female,0.00112
24,48,25,NS_P,Female,0.00118
24,49,26,NS_P,Female,0.00126
24,50,27,NS_P,Female,0.00136
24,51,28,NS_P,Female,0.00149
24,52,29,NS_P,Female,0.00166
24,53,30,NS_P,Female,0.00186
24,54,31,NS_P,Female,0.00209
24,55,32,NS_P,Female,0.00232
24,56,33,NS_P,Female,0.00255
24,57,34,NS_P,Female,0.00277
24,58,35,NS_P,Female,0.00299
24,59,36,NS_P,Female,0.00322
24,60,37,NS_P,Female,0.00349
24,61,38,NS_P,Female,0.0038
24,62,39,NS_P,Female,0.00417
24,63,40,NS_P,Female,0.00458
24,64,41,NS_P,Female,0.00504
24,65,42,NS_P,Female,0.00554
24,66,43,NS_P,Female,0.00607
24,67,44,NS_P,Female,0.00665
24,68,45,NS_P,Female,0.00729
24,69,46,NS_P,Female,0.008
24,70,47,NS_P,Female,0.00883
24,71,48,NS_P,Female,0.00983
24,72,49,NS_P,Female,0.011
24,73,50,NS_P,Female,0.01236
24,74,51,NS_P,Female,0.01395
24,75,52,NS_P,Female,0.01579
24,76,53,NS_P,Female,0.01789
24,77,54,NS_P,Female,0.02033
24,78,55,NS_P,Female,0.02317
24,79,56,NS_P,Female,0.02656
24,80,57,NS_P,Female,0.03067
24,81,58,NS_P,Female,0.03542
24,82,59,NS_P,Female,0.04012
24,83,60,NS_P,Female,0.04525
24,84,61,NS_P,Female,0.05141
24,85,62,NS_P,Female,0.06089
24,86,63,NS_P,Female,0.06929
24,87,64,NS_P,Female,0.0787
24,88,65,NS_P,Female,0.08976
24,89,66,NS_P,Female,0.10205
24,90,67,NS_P,Female,0.11555
24,91,68,NS_P,Female,0.12995
24,92,69,NS_P,Female,0.14562
24,93,70,NS_P,Female,0.16254
24,94,71,NS_P,Female,0.17964
24,95,72,NS_P,Female,0.19809
24,96,73,NS_P,Female,0.22068
24,97,74,NS_P,Female,0.24551
24,98,75,NS_P,Female,0.27259
24,99,76,NS_P,Female,0.30155
24,100,77,NS_P,Female,0.33199
24,101,78,NS_P,Female,0.35742
24,102,79,NS_P,Female,0.38258
24,103,80,NS_P,Female,0.40703
24,104,81,NS_P,Female,0.43037
24,105,82,NS_P,Female,0.45219
24,106,83,NS_P,Female,0.4721
24,107,84,NS_P,Female,0.49811
24,108,85,NS_P,Female,0.52554
24,109,86,NS_P,Female,0.55448
24,110,87,NS_P,Female,0.58502
24,111,88,NS_P,Female,0.61724
24,112,89,NS_P,Female,0.65123
24,113,90,NS_P,Female,0.6871
24,114,91,NS_P,Female,0.72494
24,115,92,NS_P,Female,0.76487
24,116,93,NS_P,Female,0.80699
24,117,94,NS_P,Female,0.85143
24,118,95,NS_P,Female,0.89833
24,119,96,NS_P,Female,0.9478
24,120,97,NS_P,Female,1.0
25,25,1,NS_P,Female,0.00013
25,26,2,NS_P,Female,0.00017
25,27,3,NS_P,Female,0.00017
25,28,4,NS_P,Female,0.00018
25,29,5,NS_P,Female,0.0002
25,30,6,NS_P,Female,0.00023
25,31,7,NS_P,Female,0.00027
25,32,8,NS_P,Female,0.0003
25,33,9,NS_P,Female,0.00034
25,34,10,NS_P,Female,0.00037
25,35,11,NS_P,Female,0.0004
25,36,12,NS_P,Female,0.00044
25,37,13,NS_P,Female,0.00051
25,38,14,NS_P,Female,0.0006
25,39,15,NS_P,Female,0.00067
25,40,16,NS_P,Female,0.00072
25,41,17,NS_P,Female,0.00077
25,42,18,NS_P,Female,0.00084
25,43,19,NS_P,Female,0.00092
25,44,20,NS_P,Female,0.00099
25,45,21,NS_P,Female,0.00104
25,46,22,NS_P,Female,0.00108
25,47,23,NS_P,Female,0.00112
25,48,24,NS_P,Female,0.00118
25,49,25,NS_P,Female,0.00126
25,50,26,NS_P,Female,0.00136
25,51,27,NS_P,Female,0.00149
25,52,28,NS_P,Female,0.00166
25,53,29,NS_P,Female,0.00186
25,54,30,NS_P,Female,0.00209
25,55,31,NS_P,Female,0.00232
25,56,32,NS_P,Female,0.00255
25,57,33,NS_P,Female,0.00277
25,58,34,NS_P,Female,0.00299
