month|int,forward_rate|float
748,0.003113946
749,0.003113946
750,0.003113946
751,0.003397032
752,0.003736735
753,0.004151928
754,0.004670919
755,0.005338193
756,0.006227892
757,0.006227892
758,0.006227892
759,0.006227892
760,0.006227892
761,0.006227892
